#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLE_WCCLS_1;Education Initiated;Apprentissage débuté;Ausbildung begonnen;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Ellerian, one of Stormwind's smallest noble families. This house began their humble beginnings on the fertile lands in Westfall, originally only owning small chunks of lands within its borders. Through the marriage of Tiffin Ellerian and King Varian Wrynn, a match pre-arranged at Tiffin's birth, the house managed to secure their spot in the Stormwind House of Nobles. The most notable achievement of this family is marrying into the royal family and producing an heir to the Throne, although not of their dynasty.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Ellerian, eines der kleineren Adelshäuser von Stormwind, zu übertreffen. Dieses Haus begann seine bescheidenen Anfänge in den fruchtbaren Landstrichen in Westfall und besaß ursprünglich nur kleine Landstücke innerhalb dieser Grenzen. Durch die Heirat von Tiffin Ellerian mit König Varian Wrynn, die bei Tiffins Geburt arrangiert wurde, konnte sich das Haus seinen Platz im Haus der Adligen in Stormwind sichern. Die bemerkenswerteste Errungenschaft dieser Familie ist die Einheirat in die königliche Familie und die Zeugung eines Thronerben, wenn auch nicht aus ihrer Dynastie.;;;;;;;;;;;x
GetClassSkill_marksmanship;marksmanship;;Schießkunst;;;;;;;;;;;x
champion_discard_weapon_tooltip;§Y[target_champion.GetTitledFirstNameWithNick]§! will discard §Y[target_champion_previous_weapon.GetName]§!;;§Y[target_champion.GetTitledFirstNameWithNick]§! wird §Y[target_champion_previous_weapon.GetName]§! wegwerfen;;;;;;;;;;;x
EVTDESC_WCTHW_2047;Following weird rumors about evil forces gathering in [c_frostfate.GetName], some of your scouts departed. Shortly after coming back, they wrote a report about finding an abandoned weapon in some strange-looking local cave.;;Nach seltsamen Gerüchten über böse Mächte, die sich in [c_frostfate.GetName] sammeln, sind einige Eurer Späher aufgebrochen. Kurz nach ihrer Rückkehr erstatteten sie Bericht über den Fund einer zurückgelassenen Waffe in einer hiesigen fremdartigen Höhle.;;;;;;;;;;;x
EVTOPTA_WCTHW_2047;How did this weapon get there?;;Wie kam diese Waffe dort hin?;;;;;;;;;;;x
GetClassSkill_meditation_and_martial_arts;meditation and martial arts;;Meditation und Kampfkünste;;;;;;;;;;;x
A_MONK;A monk.;;Die eine[student.GetrMaleOpp][student.GetsMale] Mönch[student.GetsMale][studentGetinFemale].;;;;;;;;;;;x
teach_yourself_monk;Train Monk Skills on your own;;Übt Euch als Mönch;;;;;;;;;;;x
teach_yourself_monk_desc;Train monk skills on your own and become a monk.;;Übt Euch in den Fähigkeiten eines Mönchs und werdet ein[From.GeteFemale] solche[From.GetrMale].;;;;;;;;;;;x
EVTDESC_WCCLS_1600;You decide to start with meditation exercises. You have heard that the most important thing is to control your breathing. You sit in the lotus position and begin to breathe in and out calmly. Your training will take some time indeed.;;Ihr beschließt, mit Meditationsübungen zu beginnen. Wie Ihr erfahren habt, ist das Wichtigste, die Atmung zu kontrollieren. Ihr nehmt die Lotusstellung ein und beginnt, ruhig ein- und auszuatmen. Ihr Training wird in der Tat einige Zeit in Anspruch nehmen.;;;;;;;;;;;x
EVTDESC_WCCLS_1700;You have finally mastered the final skill of a monk: the martial arts of bare-handed combat. Your hands hurt, but you feel stronger. Of course, you understand your training isn't over yet. The path to excellence may take your entire life, but you are happy with today's result.;;Ihr habt endlich das Allerletzte gemeistert: die Kampfkünste des waffenlosen Kampfs. Eure Hände schmerzen, aber Ihr fühlt Euch stärker. Natürlich wisst Ihr, dass Euer Training noch nicht zu Ende ist. Der Weg zur Vortrefflichkeit mag Euer ganzes Leben dauern, aber mit dem heutigen Ergebnis seid Ihr zufrieden.;;;;;;;;;;;x
training_self_monk;Training Monk Skills;;Trainiert Fähigkeiten als Mönch;;;;;;;;;;;x
training_mentor_monk;Training Monk Skills;;Trainiert Fähigkeiten als Mönch;;;;;;;;;;;x
is_monk_class_trigger_tooltip;Is a monk;;Ist ein[Root.GeteFemale] Mönch[Root.GetinFemale]\n;;;;;;;;;;;x
EVTDESC_WCCLS_1605;[Root.PrimaryTitle.GetFOA], I would be glad to heal your stress and depression with the help of my magic, if you allow me to.\n\nSigned,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA], ich würde mich freuen, Euren Stress und Eure Depressionen mit Hilfe meiner Magie zu heilen, wenn Ihr es mir erlaubt.\n\nGezeichnet,\n[From.GetTitledName];;;;;;;;;;;x
soothing_mist;Weave Soothing Mist;;Beruhigenden Nebel weben;;;;;;;;;;;x
soothing_mist_desc;Weave soothing mist, healing the stress and depression of §Y[Root.GetBestName]§!.;;Webt beruhigenden Nebel und heilt den Stress und die Depression von §Y[Root.GetBestName]§!.;;;;;;;;;;;x
text_effect_soothing_mist;Enables §GWeave Soothing Mist§! on character portraits;;Aktiviert §GBeruhigenden Nebel weben§! auf Charakterporträts;;;;;;;;;;;x
text_effect_heal_army;Can §GHeal Army§! in combat;;Kann im Kampf §GArmee heilen§!;;;;;;;;;;;x
GetMagicType_Loa_magic;Mojo;;Mojo;;;;;;;;;;;x
GetMagicType_Chi;Chi;;Chi;;;;;;;;;;;x
EVTDESC_WCCLS_105_you;Your fights in the heat of battle alongside your soldiers. When the first unfortunate enemy soldier dies by your hand, his blood splashes onto the tunic. you quickly rushes to the next opponent with a deafening cry!;Vous avez combattu dans le feu de l'action aux côtés de vos soldats. Lorsque le premier malheureux soldat ennemi est mort par votre main, son sang a éclaboussé votre tunique. Vous vous êtes rapidement précipité vers l'adversaire suivant avec un cri assourdissant !;Ihr habt in der Hitze der Schlacht mit Euren Soldaten gekämpft. Als der erste unglückselige feindliche Soldat durch Eure Hand starb, spritzte sein Blut auf Euren Waffenrock. Ihr seid mit einem ohrenbetäubenden Schrei blitzschnell auf den nächsten Gegner zu gestürmt!;;;;;;;;;;;x
EVTDESC_WCCLS_105_other;[target_class.GetFirstName] fights in the heat of battle alongside [target_class.GetHerHis] soldiers. When the first unfortunate enemy soldier dies by [target_class.GetHerHis] hand, his blood splashes onto the tunic. [target_class.GetFirstName] quickly rushes to the next opponent with a deafening cry!;;[target_class.GetFirstName] kämpft in der Hitze der Schlacht an der Seite [target_class.GetHerHis]er Soldaten. Als der erste unglückliche feindliche Soldat durch [target_class.GetHerHis]e Hand stirbt, spritzt sein Blut auf die Tunika. [target_class.GetFirstName] stürzt sich umgehend mit einem ohrenbetäubenden Schrei auf den nächsten Gegner!;;;;;;;;;;;x
EVTDESC_WCCLS_1610_you;You fight in the heat of battle alongside your soldiers. You watch as their lifeless bodies fall one by one on the blood-soaked ground. With all your strength, you begin to weave a healing spell. It shrouds the warriors, healing their cuts and bruises. Inspired and healed, the troops around you rush back into battle.;;Ihr kämpft in der Hitze der Schlacht an der Seite Eurer Soldaten. Ihr beobachtet, wie ihre leblosen Körper einer nach dem anderen auf den blutgetränkten Boden fallen. Mit all Eurer Kraft beginnt Ihr, einen Heilungszauber zu weben. Er hüllt die Krieger ein und heilt ihre Schnitte und Prellungen. Inspiriert und geheilt eilen die Truppen um Euch herum zurück in die Schlacht.;;;;;;;;;;;x
EVTDESC_WCCLS_1610_other;[target_class.GetFirstName] fights in the heat of battle alongside your soldiers. [target_class.GetSheHeCap] watch as their lifeless bodies fall one by one on the blood-soaked ground. With all [target_class.GetHerHis] strength, [target_class.GetSheHe] begins to weave a healing spell. It shrouds the warriors, healing their cuts and bruises. Inspired and healed, the troops around [target_class.GetFirstName] rush back into battle.;;[target_class.GetFirstName] kämpft in der Hitze der Schlacht an der Seite Eurer Soldaten. [target_class.GetSheHeCap] beobachtet, wie ihre leblosen Körper einer nach dem anderen auf den blutgetränkten Boden fallen. Mit all [target_class.GetHerHis]er Kraft beginnt [target_class.GetSheHe], einen Heilzauber zu weben. Er hüllt die Krieger ein und heilt ihre Schnitte und Prellungen. Inspiriert und geheilt eilen die Truppen um [target_class.GetFirstName] zurück in die Schlacht.;;;;;;;;;;;x
text_effect_inspire_army;Can §GInspire Army§! in combat;;Kann im Kampf §GArmee inspirieren§!;;;;;;;;;;;x
EVTDESC_WCCLS_625;Your spell target, [target_mind.GetBestName], has disappeared from your sight. Thus you have to stop the ritual of mind control.;;Ihr habt das Ziel Eures Zaubers, [target_mind.GetBestName], aus den Augen verloren. Daher müsst Ihr das Ritual der Gedankenkontrolle beenden.;;;;;;;;;;;x
RULE_OLD_GOD_BLACK_EMPIRE_INVASION;§RWarCraft§!: Old Gods and Black Empire;;§RWarCraft§!: Alte Götter und schwarzes Imperium;;;;;;;;;;;x
RULE_OLD_GOD_BLACK_EMPIRE_INVASION_ON;Enabled;;Aktiviert;;;;;;;;;;;x
RULE_OLD_GOD_BLACK_EMPIRE_INVASION_ON_DESC;Freeing Old Gods and recreating Black Empire is enabled.;;Das Befreien der alter Götter und die Neuerschaffung des schwarzen Imperiums ist möglich.;;;;;;;;;;;x
RULE_OLD_GOD_BLACK_EMPIRE_INVASION_OFF;Disabled;;Deaktiviert;;;;;;;;;;;x
RULE_OLD_GOD_BLACK_EMPIRE_INVASION_OFF_DESC;Freeing Old Gods and recreating Black Empire is disabled.;;Das Befreien der alter Götter und die Neuerschaffung des schwarzen Imperiums ist NICHT möglich.;;;;;;;;;;;x
RULE_OLD_GOD_INVASION_STRENGTH_X1_5_DESC;Invasion spawned troops of an Old God are modified by §G1.5§!.;;Alle auftauchenden Truppen ein alter Gott werden mit §G1,5§! multipliziert.;;;;;;;;;;;x
RULE_OLD_GOD_INVASION_STRENGTH_X2_DESC;Invasion spawned troops of an Old God are modified by §G2§!.;;Alle auftauchenden Truppen ein alter Gott werden mit §G2§! multipliziert.;;;;;;;;;;;x
RULE_OLD_GOD_INVASION_STRENGTH_X0_5_DESC;Invasion spawned troops of an Old God are modified by §R0.5§!.;;Alle auftauchenden Truppen ein alter Gott werden mit §R0,5§! multipliziert.;;;;;;;;;;;x
RULE_OLD_GOD_INVASION_STRENGTH_X0_25_DESC;Invasion spawned troops of an Old God are modified by §R0.25§!.;;Alle auftauchenden Truppen ein alter Gott werden mit §R0,25§! multipliziert.;;;;;;;;;;;x
godslayer_nzoth_desc;[Root.GetFirstNameWithNick] was the commander who led the siege of Shrine of Storms and who personally vanquished the Old God N'Zoth in the depths of the Crucible of Storms.;;[Root.GetFirstNameWithNick] war [Root.OriginalOwner.Getderdie] Kommandant[Root.OriginalOwner.GetinFemale], [Root.OriginalOwner.Getderdie] die Belagerung des Schreins der Stürme anführte und den alten Gott N'Zoth im Tiegel der Stürme besiegte.;;;;;;;;;;;x
godslayer_yogg_saron_desc;[Root.GetFirstNameWithNick] was the commander who led the siege of Ulduar and who personally vanquished the Old God Yogg-Saron in the depths of the Titan city complex.;;[Root.GetFirstNameWithNick] war [Root.OriginalOwner.Getderdie] Kommandant[Root.OriginalOwner.GetinFemale], [Root.OriginalOwner.Getderdie] die Belagerung von Ulduar anführte und den alten Gott Yogg-Saron im Inneren des titanischen Komplexes besiegte.;;;;;;;;;;;x
spawn_old_god_follower_troops_tooltip;A §Y[This.GetMainOldGodName]§! regiment arrives in §Y[target_province.GetName]§!;Un régiment §Y[This.GetMainOldGodName]§! arrive en §Y[target_province.GetName]§!;Ein Regiment der §Y[This.GetMainOldGodName]§! erscheint in §Y[target_province.GetName]§!.;;;;;;;;;;;x
spawn_old_god_invasion_troops_tooltip;§Y[This.GetMainOldGodName]§! will unleash his eldritch legions in §Y[target_province.GetName]§!;;§Y[This.GetMainOldGodName]§! wird seine unheimlichen Legionen in §Y[target_province.GetName]§! entfesseln.;;;;;;;;;;;x
nick_the_burning_one;the Burning One;;[From.Getderdie] Brennende;;;;;;;;;;;x
nick_the_emissary;the Emissary;;[From.Getderdie] Botschafter[From.GetinFemale];;;;;;;;;;;x
dojan;Blood of Dojan "Firecrown";;Blut von Dojan „Feuerkrone“;;;;;;;;;;;x
dojan_desc;Dojan "Firecrown", the Uroe Sovereign, was the mythical founder of the Dojani clan and the ruler responsible for the Great Saurok Purge.;;Dojan „Feuerkrone“, der Herrscher der Uroe, war der mythische Gründer des Dojani-Clans und der Herrscher, der für die große Saurok-Säuberung verantwortlich war.;;;;;;;;;;;x
saurok_opinion;[saurok.GetName] Opinion;;[saurok.GetName] Meinung;;;;;;;;;;;x
mogu_opinion;[mogu.GetName] Opinion;;[mogu.GetName] meinung;;;;;;;;;;;x
nick_the_vile;the Vile;;[From.Getderdie] Üble;;;;;;;;;;;x
world_pandaria_kun_lai_summit;Kun-Lai Summit;;Kun-Lai-Gipfel;;;;;;;;;;;x
world_pandaria_townlong_steppes;Townlong Steppes;;Tonlong-Steppe;;;;;;;;;;;x
world_pandaria_dread_wastes;Dread Wastes;;Schreckensöde;;;;;;;;;;;x
world_pandaria_vale_of_eternal_blossoms;Vale of Eternal Blossoms;;Tal der ewigen Blüten;;;;;;;;;;;x
world_pandaria_valley_of_the_four_winds;Valley of the Four Winds;;Tal der vier Winde;;;;;;;;;;;x
world_pandaria_krasarang_wilds;Krasarang Wilds;;Krasarang-Wildnis;;;;;;;;;;;x
world_pandaria_jade_forest;Jade Forest;;Jadewald;;;;;;;;;;;x
world_pandaria_pandaria_isles_isle_of_thunder;Isle of Thunder;;Insel des Donners;;;;;;;;;;;x
world_pandaria_pandaria_isles;Pandaria Isles;;Pandaria-Inseln;;;;;;;;;;;x
world_pandaria;Pandaria;;Pandaria;;;;;;;;;;;x
nick_the_nightingale;the Nightingale;;die Nachtigall;;;;;;;;;;;x
nick_the_brute;the Brute;;der Rohling;;;;;;;;;;;x
nick_the_weaponmaster;the Weaponmaster;;[From.Getderdie] Waffenmeister[From.GetinFemale];;;;;;;;;;;x
nick_the_cunning;the Cunning;;[From.Getderdie] Gerissene;;;;;;;;;;;x
