#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
creature_human;Human;Humain;Mensch;;;;;;;;;;;x
creature_observer_desc;This character is an observer. Observers are an intelligent race of floating eyeball squids native to the Great Dark Beyond. Looking through the Twisting Nether, observers have the capability to see through forms of stealth and invisibility.;;Dieser Charakter ist ein Beobachter. Beobachter sind eine intelligente Rasse von schwebenden Augenkalmaren, die aus dem großen dunklen Jenseits stammen. Beim Blick in den wirbelnden Nether haben die Beobachter die Fähigkeit, durch alle Formen von Tarnung und Verhüllung zu sehen.;;;;;;;;;;;x
creature_mechagnome;Mechagnome;Mécagnome;Mechagnom;;;;;;;;;;;x
creature_mechagnome_desc;This character is a Mechagnome. Mechagnomes are the clockwork Titanforged ancestors of the Gnomish race, they were created by Mimiron and are as ingenious and creative as their gnomish descendants.;;Dieser Charakter ist ein Mechagnom. Mechagnome sind die titangeschmiedeten Vorfahren der gnomischen Rasse, sie wurden von Mimiron erschaffen und sind so genial und kreativ wie ihre gnomischen Nachkommen.;;;;;;;;;;;x
creature_earthen;Earthen;Terrestre;Irden;;;;;;;;;;;x
creature_earthen_desc;This character is an Earthen. These strong willed rock-shaped people are the ancestors of modern Dwarves, created by the titans a long time ago to shape the very Earth.;;Dieser Charakter ist ein Irdener. Diese starken, willensstarken, steinernen Wesen sind die Vorfahren der modernen Zwerge, die vor langer Zeit von den Titanen geschaffen wurden, um die Erde selbst zu formen.;;;;;;;;;;;x
creature_nerubian;Nerubian;Nérubien;Neruber;;;;;;;;;;;x
creature_nerubian_desc;This character is a Nerubian. The Nerubians are descendants of the ancient Aqir, after the Troll war, the Aqir who became the Nerubians sought refuge far to the north and built a great underground kingdom. Eventually the Nerubians developed a unique form of architecture alongside a unique culture.;;Dieser Charakter ist ein Neruber, ein Nachkomme der alten Aqir. Nach dem Trollkrieg suchten die Aqir, die zu den Nerubern wurden, Zuflucht weit im Norden und errichteten ein großes unterirdisches Reich. Schließlich entwickelten die Neruber eine einzigartige Form der Architektur neben einer einzigartigen Kultur.;;;;;;;;;;;x
creature_iron_dwarf;Iron Dwarf;Nain de fer;Eisenzwerg;;;;;;;;;;;x
creature_iron_dwarf_desc;This character is an Iron Dwarf. The Iron Dwarves were created in the Forge of Wills by Loken to serve as his private army. Fanatically loyal to him, the Iron Dwarves seek to scour the enemies of their master and help him realize his designs. The Iron Dwarves possess a metallic body imbued with the power of the storms, making every Iron dwarf a formidable fighter.;;Dieser Charakter ist ein Eisenzwerg. Die Eisenzwerge wurden in der Seelenschmiede von Loken erschaffen, um als seine Privatarmee zu dienen. Fanatisch loyal zu ihm versuchen die Eisenzwerge, die Feinde ihres Herrn zu verfolgen und ihm zu helfen, seine Pläne zu verwirklichen. Die Eisenzwerge besitzen einen metallischen Körper, der von der Kraft der Stürme durchdrungen ist, was jeden Eisenzwerg zu einem gewaltigen Kämpfer macht.;;;;;;;;;;;x
being_void;Void Being;Être du Vide;Leerenwandler;;;;;;;;;;;x
being_void_desc;This character is a void being. These creatures are full of Shadow energy. Many of them were born far beyond this reality and were able to penetrate Azeroth with the help of the Void Lords.;;Dieser Charakter ist ein Leerenwandler. Diese Kreaturen sind von Schattenenergie erfüllt. Viele von ihnen wurden weit entfernt von dieser Realität geboren und konnten mit Hilfe der Leerenfürsten nach Azeroth vordringen.;;;;;;;;;;;x
corrupted_blood;Has Corrupted Blood;A le sang corrompu;Hat verdorbenes Blut;;;;;;;;;;;x
corrupted_blood_desc;This character suffers from 'Corrupted Blood', a very contagious disease that turns blood into thick bile. Rumors say that it has been created by a blood god, known as Hakkar.;;Dieser Charakter leidet an Verdorbenem Blut, einer sehr ansteckenden Krankheit, die das Blut in dicke Galle verwandelt. Gerüchten zufolge wurde es von einem Blutgott erschaffen, bekannt als Hakkar.;;;;;;;;;;;x
corrupted_blood_death;of Corrupted Blood;du sang corrompu;an verdorbenem Blut;;;;;;;;;;;x
creature_draenei;Draenei;Draeneï;Draenei;;;;;;;;;;;x
creature_draenei_desc;Draenei, or exiled ones, are Eredar who have refused powers offered upon them by Sargeras, and they have instead embraced the Gift of the Naaru. They are supremely talented magic-users and they originate from the world of Argus, now a Legion world. The Draenei share an ancient ancestry with those who accepted the corruption of the Legion, the Man'ari, or unnatural beings.;;Draenei, oder Verbannte, sind Eredar, die die von Sargeras angebotenen Kräfte abgelehnt haben und stattdessen das Geschenk der Naaru angenommen haben. Sie sind äußerst talentierte Magier und stammen aus der Welt von Argus, heute eine Legionswelt. Die Draenei teilen eine alte Abstammung mit denen, die die Korruption der Legion akzeptierten, den Man'ari, oder unnatürliche Wesen.;;;;;;;;;;;x
creature_annihilan;Annihilan;Annihilan;Annihilanisch;;;;;;;;;;;x
creature_annihilan_desc;This character is an annihilan. These colossal destroyers serve as the Legion's military commanders. They are as cruel as they are powerful - and revel in the destruction of all that exists.;;Dieser Charakter ist ein Vernichter. Diese kolossalen Zerstörer dienen als Militärkommandanten der Legion. Sie sind ebenso grausam wie mächtig - und schwelgen in der Zerstörung dessen, was besteht.;;;;;;;;;;;x
creature_shivarra;Shivarra;Shivarra;Shivarra;;;;;;;;;;;x
creature_shivarra_desc;This character is a shivarra. Devout and exceedingly charismatic, these priestesses live only to evangelize the power of Sargeras' dread vision. They are the driving heart of the Burning Crusade and are thought to be three times as fanatical as the other demons.;;Dieser Charakter ist ein Shivarra. Devot und überaus charismatisch leben diese Priesterinnen nur, um die Kraft der schrecklichen Vision von Sargeras zu verkünden. Sie sind das treibende Herz des brennenden Kreuzzugs und gelten als dreimal so fanatisch wie die anderen Dämonen.;;;;;;;;;;;x
blood_human;Human Blood;Sang humain;Menschenblut;;;;;;;;;;;x
blood_human_desc;Human blood flows through the veins of this character.;Du sang d'humain coule dans les veines de ce personnage.;Menschenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_orc;Orc Blood;Sang orc;Orkblut;;;;;;;;;;;x
blood_orc_desc;Orc blood flows through the veins of this character.;Du sang d'orc coule dans les veines de ce personnage.;Orkblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_ogre;Ogre Blood;Sang ogre;Ogerblut;;;;;;;;;;;x
blood_ogre_desc;Ogre blood flows through the veins of this character.;Du sang d'ogre coule dans les veines de ce personnage.;Ogerblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_high_elf;High Elf Blood;Sang haut-elfe;Hochelfenblut;;;;;;;;;;;x
blood_high_elf_desc;High Elf blood flows through the veins of this character.;Du sang de haut-elfe coule dans les veines de ce personnage.;Hochelfenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_magnataur;Magnataur Blood;Sang magnataure;Magnataurenblut;;;;;;;;;;;x
blood_magnataur_desc;Magnataur blood flows through the veins of this character.;Du sang de magnataure coule dans les veines de ce personnage.;Magnataurenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_taunka;Taunka Blood;Sang taunka;Taunkablut;;;;;;;;;;;x
blood_taunka_desc;Taunka blood flows through the veins of this character.;Du sang de taunka coule dans les veines de ce personnage.;Taunkablut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_night_elf;Night Elf Blood;Sang elfe de la nuit;Nachtelfenblut;;;;;;;;;;;x
blood_night_elf_desc;Night Elf blood flows through the veins of this character.;Du sang d'elfe de la nuit coule dans les veines de ce personnage.;Nachtelfenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_tauren;Tauren Blood;Sang tauren;Taurenblut;;;;;;;;;;;x
blood_tauren_desc;Tauren blood flows through the veins of this character.;Du sang de tauren coule dans les veines de ce personnage.;Taurenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_centaur;Centaur Blood;Sang centaure;Zentaurenblut;;;;;;;;;;;x
blood_centaur_desc;Centaur blood flows through the veins of this character.;Du sang de centaure coule dans les veines de ce personnage.;Zentaurenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_dryad;Dryad Blood;Sang dryade;Dryadenblut;;;;;;;;;;;x
blood_dryad_desc;Dryad blood flows through the veins of this character.;Du sang de dryade coule dans les veines de ce personnage.;Dryadenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_frostnymph;Frost Nymph Blood;Sang de nymphe de givre;Frostnymphenblut;;;;;;;;;;;x
blood_frostnymph_desc;Frost Nymph blood flows through the veins of this character.;Du sang de nymphe de givre coule dans les veines de ce personnage.;Frostnymphenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_highborne;Highborne Blood;Sang de bien-né;Hochgebohrenenblut;;;;;;;;;;;x
blood_highborne_desc;Highborne blood flows through the veins of this character.;Du sang de bien-né coule dans les veines de ce personnage.;Hochgebohrenenblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_draenei;Draenei Blood;Sang draeneï;Draeneiblut;;;;;;;;;;;x
blood_draenei_desc;Draenei blood flows through the veins of this character.;Du sang de draeneï coule dans les veines de ce personnage.;Draeneiblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
blood_vrykul;Vrykul Blood;Sang vrykul;Vrykulblut;;;;;;;;;;;x
blood_vrykul_desc;Vrykul blood flows through the veins of this character.;Du sang de vrykul coule dans les veines de ce personnage.;Vrykulblut fließt durch die Adern dieses Charakters.;;;;;;;;;;;x
infertile;Infertile;Stérile;Unfruchtbar;;;;;;;;;;;x
infertile_desc;This character is no longer fertile.;Ce personnage n'est plus fertile.;Dieser Charakter ist nicht länger fruchtbar.;;;;;;;;;;;x
light_foot_leader;Support Infantry Commander;;Kommandeur[root.GetinFemale] der Stützverbände;;;;;;;;;;;x
light_foot_leader_desc;This character is experienced in leading the support divisions of any army. Whether the help is magical or missile, this commander ensures that his soldiers make their mark.;;Dieser Charakter hat Erfahrung in der Leitung der Stützverbände einer Armee. Ob es sich um eine magische Hilfe oder um Schützen handelt, diese[root.GetrMale] Kommandant[root.GetinFemale] sorgt dafür, dass [root.GetHerHis]e Soldaten ihre Spuren hinterlassen.;;;;;;;;;;;x
cavalry_leader;Cavalry Officer;;Kavallerie-Offizier[root.GetinFemale];;;;;;;;;;;x
cavalry_leader_desc;This character is an experienced cavalry[root.GetManWoman], and many other riders follow [root.GetHerHis] example in war. Few charges fail to leave a devastating wound when this commander and their retinue come crashing through enemy ranks.;;Dieser Charakter ist ein[root.GeteFemale] erfahrene[root.GetrMale] Kavallerieanführer[root.GetinFemale] und viele andere Reiter folgen [root.GetHerHis]em Beispiel im Krieg. Nur wenige Angriffe hinterlassen keine katastrophale Niederlage, wenn diese[root.GetrMale] Kommandant[root.GetinFemale] und [root.GetHerHis] Gefolge durch die feindlichen Ränge brechen.;;;;;;;;;;;x
heavy_infantry_leader;Ground Infantry Commander;;Kommandant[root.GetinFemale] der Bodeninfanterie;;;;;;;;;;;x
heavy_infantry_leader_desc;[ROOT.GetInfantryCommanderType];;[ROOT.GetInfantryCommanderType];;;;;;;;;;;x
adopted;Adopted;;Adoptiert;;;;;;;;;;;x
adopted_desc;This character was adopted into the [ROOT.GetOnlyDynastyName] dynasty.;;Dieser Charakter wurde in die Dynastie [ROOT.GetOnlyDynastyName] adoptier.;;;;;;;;;;;x
one_legged;Crippled;Estropié;Verkrüppelt;;Lisiado;;;;;;;;;x
one_legged_desc;This character is crippled - a real disability when it comes to the battlefield or chasing youngsters.;Ce personnage est estropié - une réelle infirmité sur le champ de bataille ou pour courir après les jouvencelles.;Dieser Charakter ist verkrüppelt. Eine wahre Behinderung auf dem Schlachtfeld oder wenn es darum geht, jungen Verehrern nachzujagen.;;A este personaje estÃ¡ lisiado, una autentica discapacidad en el campo de batalla o persiguiendo jÃ³venes.;;;;;;;;;x
dwarf;Undersized;;Kleinwüchsig;;;;;;;;;;;x
dwarf_desc;This character is quite undersized for its race.;;Dieser Charakter ist für seine Rasse ziemlich klein gewachsen.;;;;;;;;;;;x
giant;Oversized;;Riesenwüchsig;;;;;;;;;;;x
giant_desc;This character is quite oversized for its race. While imposing, this character suffers from significant health problems and is likely to die young.;;Dieser Charakter ist für seine Rasse ziemlich groß gwewachsen. Obwohl er imposant ist, leidet dieser Charakter unter erheblichen Gesundheitsproblemen und wird wahrscheinlich jung sterben.;;;;;;;;;;;x
creature_giant;Giant;;Riese;;;;;;;;;;;x
creature_giant_desc;This character is a giant.;;Dieser Charakter ist ein Riese.;;;;;;;;;;;x
detached_priest;Dropout;;Aussteiger[From.GetinFemale];;;;;;;;;;;x
detached_priest_desc;This dropout tried to get a good education, but failed to master any discipline.;;Diese[From.GetrMale] Aussteiger[From.GetinFemale] bemühte sich um eine gute Ausbildung, konnte aber keine Disziplin meistern.;;;;;;;;;;;x
martial_cleric;Educated;;Gebildet;;;;;;;;;;;x
